NP,Bacteria,ATCC(species),NP_Synthesis,Drug,Drug_dose (μg/disk),NP_concentration (μg/disk),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,ZOI_drug (mm),ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),Zeta_potential (mV),MDR,FIC,Effect,ChEBI ID,reference,doi,time (hr),Coat with antimicrobial peptide,combined MIC,peptide MIC,synergy index( Vantibiotic+AgNPs/(Vantibiotic + VAgNPs - Vantibiotic X VAgNPs).)
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Neomycin,30,170,14.45,15.55,15,spherical,disc_diffusion,27,,25,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Ampicillin,20,170,14.45,15.55,15,spherical,disc_diffusion,30,,32,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Cefuroxime,30,170,14.45,15.55,15,spherical,disc_diffusion,0,,37,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Fosfomycin,50,170,14.45,15.55,15,spherical,disc_diffusion,0,,32,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Chloramphenicol,30,170,14.45,15.55,15,spherical,disc_diffusion,27,,36,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Tetracycline,30,170,14.45,15.55,15,spherical,disc_diffusion,22,,22,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Azithromycin,15,170,14.45,15.55,15,spherical,disc_diffusion,27,,40,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Gentamicin,10,170,14.45,15.55,15,spherical,disc_diffusion,27,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Oxacillin,1,170,14.45,15.55,15,spherical,disc_diffusion,33,,23,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Cefotaxime,40,170,14.45,15.55,15,spherical,disc_diffusion,0,,24,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Neomycin,30,170,14.45,15.55,15,spherical,disc_diffusion,30,,25,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Ampicillin,20,170,14.45,15.55,15,spherical,disc_diffusion,25,,38,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Cefuroxime,30,170,14.45,15.55,15,spherical,disc_diffusion,0,,22,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Fosfomycin,50,170,14.45,15.55,15,spherical,disc_diffusion,0,,18,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Chloramphenicol,30,170,14.45,15.55,15,spherical,disc_diffusion,29,,34,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,Tetracycline,30,170,14.45,15.55,15,spherical,disc_diffusion,32,,40,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Azithromycin,15,170,14.45,15.55,15,spherical,disc_diffusion,20,,32,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Gentamicin,10,170,14.45,15.55,15,spherical,disc_diffusion,17,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Oxacillin,1,170,14.45,15.55,15,spherical,disc_diffusion,0,,36,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Cefotaxime,40,170,14.45,15.55,15,spherical,disc_diffusion,21,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Neomycin,30,170,14.45,15.55,15,spherical,disc_diffusion,14,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Ampicillin,20,170,14.45,15.55,15,spherical,disc_diffusion,22,,24,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Cefuroxime,30,170,14.45,15.55,15,spherical,disc_diffusion,0,,25,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Fosfomycin,50,170,14.45,15.55,15,spherical,disc_diffusion,0,,34,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Chloramphenicol,30,170,14.45,15.55,15,spherical,disc_diffusion,27,,40,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,,green_synthesis using Ulva fasciata ,Tetracycline,30,170,14.45,15.55,15,spherical,disc_diffusion,20,,35,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus epidermidis,12228,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,10,spherical,MIC,,3,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,36983,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,10,spherical,MIC,,4,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,35984,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,10,spherical,MIC,,5,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,36983,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,20,spherical,MIC,,4,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,35984,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,20,spherical,MIC,,1,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,12228,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,10,spherical,MIC,,6,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,36983,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,10,spherical,MIC,,4,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,35984,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,10,spherical,MIC,,1,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,36983,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,60,spherical,MIC,,4,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,35984,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,60,spherical,MIC,,1,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,36983,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,100,spherical,MIC,,3,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Staphylococcus epidermidis,35984,chem_synthesis_purchased_from_Sigma_Alddrich,,,,10,10,100,spherical,MIC,,1,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7281182/,,,,,,
Ag,Escherichia coli,25922,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,2,64,32,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Klebsiella pneumoniae,13883,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,256,128,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Pseudomonas aeruginosa,27853,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,256,16,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Acinetobacter baumannii,BAA-747,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,16,32,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus aureus,29213,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,256,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus saprophyticus,49453,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,256,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus sciuri,29061,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,256,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus epidermidis,12228,"purchased from US Research Nanomaterials, Inc. ",Ampicillin,,,15,25,20,spherical,MIC,256,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Escherichia coli,25922,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,2,64,4,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Klebsiella pneumoniae,13883,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,1,128,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Pseudomonas aeruginosa,27853,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,256,16,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Acinetobacter baumannii,BAA-747,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,4,32,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus aureus,29213,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,4,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus saprophyticus,49453,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,0.5,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus sciuri,29061,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,8,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus epidermidis,12228,"purchased from US Research Nanomaterials, Inc. ",Kanamycin,,,15,25,20,spherical,MIC,,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Escherichia coli,25922,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,256,64,4,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Klebsiella pneumoniae,13883,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,256,128,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Pseudomonas aeruginosa,27853,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,256,16,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Acinetobacter baumannii,BAA-747,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,256,32,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus aureus,29213,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,1,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus saprophyticus,49453,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,1,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus sciuri,29061,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,0.5,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus epidermidis,12228,"purchased from US Research Nanomaterials, Inc. ",Vancomycin,,,15,25,20,spherical,MIC,2,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Escherichia coli,25922,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.015,64,32,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Klebsiella pneumoniae,13883,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.25,128,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Pseudomonas aeruginosa,27853,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.25,16,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Acinetobacter baumannii,BAA-747,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.25,32,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus aureus,29213,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus saprophyticus,49453,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus sciuri,29061,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus epidermidis,12228,"purchased from US Research Nanomaterials, Inc. ",Ciprofloxacin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Escherichia coli,25922,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,2,64,16,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Klebsiella pneumoniae,13883,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,,128,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Pseudomonas aeruginosa,27853,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,0.5,16,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Acinetobacter baumannii,BAA-747,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,1,32,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus aureus,29213,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,256,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus saprophyticus,49453,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,64,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus sciuri,29061,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus epidermidis,12228,"purchased from US Research Nanomaterials, Inc. ",Colistin,,,15,25,20,spherical,MIC,256,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Escherichia coli,25922,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,4,64,32,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Klebsiella pneumoniae,13883,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,16,128,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Pseudomonas aeruginosa,27853,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,26,16,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Acinetobacter baumannii,BAA-747,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,0.5,32,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus aureus,29213,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus saprophyticus,49453,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus sciuri,29061,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Staphylococcus epidermidis,12228,"purchased from US Research Nanomaterials, Inc. ",Rifampicin,,,15,25,20,spherical,MIC,0.25,256,,,1.9,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9495250/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Amikacin,30,15,8,12,10,spherical,disc_diffusion,25,,23,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,30,15,8,12,10,spherical,disc_diffusion,30,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,30,15,8,12,10,spherical,disc_diffusion,22,,22,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,30,15,8,12,10,spherical,disc_diffusion,14,,14,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,30,15,8,12,10,spherical,disc_diffusion,20,,18,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Penicillin,30,15,8,12,10,spherical,disc_diffusion,16,,15,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Ceftazidime,30,15,8,12,10,spherical,disc_diffusion,28,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Ceftriaxone,30,15,8,12,10,spherical,disc_diffusion,30,,27,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,30,15,8,12,10,spherical,disc_diffusion,9,,7,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Ciprofloxacin,30,15,8,12,10,spherical,disc_diffusion,36,,35,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,30,15,8,12,10,spherical,disc_diffusion,2,,25,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,30,15,8,12,10,spherical,disc_diffusion,30,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,30,15,8,12,10,spherical,disc_diffusion,30,,27,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Escherichia coli,25922,green_synthesis using Acinetobacter calcoaceticus,Trimethoprim,30,15,8,12,10,spherical,disc_diffusion,28,,26,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Amikacin,30,15,8,12,10,spherical,disc_diffusion,8,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Gentamicin,30,15,8,12,10,spherical,disc_diffusion,10,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Kanamycin,30,15,8,12,10,spherical,disc_diffusion,6,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Amoxicillin,30,15,8,12,10,spherical,disc_diffusion,6,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Ampicillin,30,15,8,12,10,spherical,disc_diffusion,8,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Penicillin,30,15,8,12,10,spherical,disc_diffusion,6,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Ceftazidime,30,15,8,12,10,spherical,disc_diffusion,6,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Ceftriaxone,30,15,8,12,10,spherical,disc_diffusion,6,,6,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Vancomycin,30,15,8,12,10,spherical,disc_diffusion,10,,7,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Ciprofloxacin,30,15,8,12,10,spherical,disc_diffusion,19,,18,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Doxycycline,30,15,8,12,10,spherical,disc_diffusion,23,,20,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Tetracycline,30,15,8,12,10,spherical,disc_diffusion,20,,20,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Chloramphenicol,30,15,8,12,10,spherical,disc_diffusion,15,,14,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Acinetobacter baumannii,AIIMS 7,green_synthesis using Acinetobacter calcoaceticus,Trimethoprim,30,15,8,12,10,spherical,disc_diffusion,9,,7,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
Ag,Klebsiella aerogenes,NCIM 2964,green_synthesis using Acinetobacter calcoaceticus,Amikacin,30,15,8,12,10,spherical,disc_diffusion,23,,23,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3826770/,,,,,,
